Unnamed: 0,PID,X,age,choice_strategy,clear_instructions,dominant_hand,gender,keys,learning_strategy,race.x,race.y,American.Indian.or.Alaska.Native,Asian,Black.or.African.American,Decline.to.answer,Hispanic.or.Latino,Native.Hawaiian.or.Other.Pacific.Islander,White,version,key_acc,test_acc,training_acc
738,71566,732,18,I started noticing a pattern in what color pattern was more important than the others and started putting them in an order from smallest to greatest picking the one that was valued more than the othersn,Not at all just was a bit rattled by the sudden changes in speed,Right,Male,First image,Just trial and error seeing what was right and what gave more correct choices,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.956349206349206,0.673611111111111
742,71756,736,30,There was a pattern and while i was not able to memorize it fully i did get better graudually az it repeated,no,Right,Male,First image,i just naturally started remembering which combinations corresponded with each key being correct At first it took a bit but towards the end i got progressively better as the combinations that corresponded to keys did not really change between the tasks,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.624,0.444444444444444
743,71925,737,29,I picked randomly there did not seem to be any pattern or formula knowing which one to choose,no,Right,Female,First image,There was no strategy I could not find any pattern that would make me have the correct answer more,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.474103585657371,0.569444444444444
746,72045,740,35,i used the first round as practice round to decide which item is more likely to be correct and try to memorize it,none,Left,Female,Second image,use first round for practice and get use to the image rankingn label some images based on how often they get chosen as correct n rank the images based on xp select one with higher xp between the two,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.796812749003984,0.8125
752,72215,746,34,Based on whether or not my previous choices with a certain item was incorrect ,No,Right,Female,Second image,Mentally saying K or D as each image was shown,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.58,0.514285714285714
757,72773,751,30,After a few rounds I figured a sort of ranking system in my mind of which symbols were more correct than others And just going off of repetition and learning from past wrong results some matchups I knew to always pick a certain symbol over the other ,No,Right,Male,Second image,Just basic repetition and thinking of certain colors being always correct over others and remembering key things about certain pairings,,,,,,,,,,250_Stims_1000_ISI,1,0.864541832669323,0.559440559440559
761,73092,755,25,I started off just randomly choosing an item But afterwards I noticed a pattern and started to try and memorize which item would be correct based on which other item it was up against ,Nope,Right,Female,First image,I memorized which images were correct based on which image it was up against I also tried memorizing colors if possible ,,,,,,,,,,250_Stims_1000_ISI,1,0.821428571428571,0.527777777777778
765,73662,759,29,I figured out the ranking system for the different items and then had them ordered in my head  I chose the higher ranked item unless I messed up because I had to choose too fast,No,Right,Male,First image,I tried to remember in the first few rounds which items beat other items and then tried to rank them in my head,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.952191235059761,0.673611111111111
776,74847,770,34,Sometimes randomly sometimes I tried to establish a pattern and other times I just did only one letter in order to at least catch half of the correct answers ,No ,Right,Female,Second image,I tried to establish a pattern but couldnt so I took to just making clicking patterns in order to catch as many correct answers as possible For example some of them I only chose the first picture and some I only chose the second ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.48015873015873,0.5
777,74888,771,28,There seemed to be a hierarchyrankings in the pictures Some were higherlower than others It seemed that they were valued differently,Nothing was unclear,Right,Male,First image,Memory,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.976190476190476,0.713286713286713
784,75328,778,35,I started to choose the images by what I remembered like in the memory game After a while I learned that there were certain rules on what to choose ,No,Right,Female,First image,Just to rely on my memory and learning how to rules work in choosing an image,American Indian or Alaska NativeWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.873015873015873,0.531468531468531
785,75474,779,35,Tried to see a pattern in which items were correct against others,no,Right,Male,First image,establish which items were correct against other ones identified the item that never was correct,Hispanic or LatinoWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.752,0.701388888888889
786,75476,780,32,I noticed a pattern and remembered which out of the pairs of images was the correct choice,No Instructions were clear,Right,Male,First image,Memorize which image was the correct answer depending on which image it was paired with,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.924603174603175,0.645390070921986
787,75500,781,29,I saw each item in my head as a sort of ranking system where I imagined which item is in which tier of rank I tried to imagine them as an ordered list where the highest is the greenish one and the lowest is the orangish sun lookinig one ,Nope Everything seemed clear Thanks,Left,Male,First image,I ranked each image and saw which item would be the best vs the worst I then saw the first image and thought about the number of items that goes above it and the number of items that are below it,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.908730158730159,0.715277777777778
788,75625,782,33,I think I learned over the multiple rounds which items had the most value At first I was trying to memorize the pairs of items and which item was more valuable between the 2 Then I felt like as time went on I was able to extrapolate or generalize in some way about value By the middle of the rounds I was trying to mentally rehearse or think about which item would win or lose based on the first item For example when I saw the green item first I was able to tell myself this will win against everything When I saw the blue item with the yellow first I was able to tell myself this will win against everything but the green item And so on I tried to use this logic even with the short time intervals I think it affected my reaction times in some way,No the instructions were clear It was kind of weird that K went with the first item and D with the second item considering we read left to right but it was fine,Right,Male,Second image,I tried to memorize the individual pairs first and then was able to extrapolate in later rounds about the value of each item By the end I was able to learn that green was most valuable followed by blue with purple followed by blue with yellow followed by pink followed by big orange followed by leopard orange followed by red I dont think I missed any So the strategy I used was a combination of memorization and also extrapolation and weighting ranks,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.96031746031746,0.861111111111111
794,76028,788,25,I sort of ranked them in my head by weakest and strongest as if they were rock paper scissors answers so like green beats yellow yellow beats pink leopard beats everything etc,,Right,Female,First image,Trial and error and them pattern memorization,,,,,,,,,,250_Stims_1000_ISI,1,0.952380952380952,0.741258741258741
795,76036,789,28,I was trying to identify which spheres had more power than the othersn,No,Right,Male,First image,I was trying to identify which spheres had more power than the othersn,Hispanic or LatinoWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.820717131474104,0.732394366197183
798,76158,792,31,Based on previous trials,No,Right,Male,First image,Tried to match the patterns and choose based on it,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.924603174603175,0.798611111111111
800,76179,794,34,well i started to notice which one would be chosen over certain other ones and which ones it didnt beat but then I realized i was going it wrong and using k for the second one and for the first one but when i tried to switch it i couldnt get my brain to go along with it because it felt backward so i tried to get that rule out of my mind and just allowed myself to forget that part so in reality i know the ones i thought were the correct pick were wrong but it worked for me to think of it backward otherwise I struggled,no i just had a hard time wrapping my head around k being the first one it felt like it should go from left to right as far as first to last so I couldnt get that to reverse in my head,Left,Female,Second image,I just memorized what beat what kind of like the game rock paper scissors,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.798387096774194,0.597122302158273
802,76201,796,31,I decided based on what I felt was a trend I started to notice that I think some of the items were more commonly related to the Wrong answer and some were more commonly related to the Right answer I used those specific patterns as an anchor point to make the decision and found that voting For or Against them during those moments allowed me to more commonly get the right answer Even in cases where this did not succeed I felt the times that did succeed were more frequent and allowed me to get the right answer more often than not ,Everything was very clear and I totally understood the instructions ,Right,Male,Second image,I identified which items seemed to more commonly be related to K or D and in doing so I tried to attach them to those specific buttons When I saw them I always selected the option even when it did not always work out I felt that it did more often Therefore for those patterns I attached to specific buttons and repeatedly and always selected the button I felt was directly related to those patterns ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.642857142857143,0.619718309859155
803,76255,797,27,Randomly Sometimes based on whether the answer I clicked before was right or wrong,The instructions didnt really say how to identify the correct image which I guess is part of the study,Left,Female,Second image,Sometimes the same image would be correct for several times in a row so I wouldnt change my answer unless it was wrong,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.534136546184739,0.50354609929078
804,76385,798,32,After a while it seemed like some were always more correct than others I started thinking of them in terms of value nfor example the colorful paint ball type looking one was always the correct one Green was almost always correct then pink beat everything but green and paint splatter nBut it took me awhile to be able to tell them apart and then it took me awhile to figure out which ones had the most value And then I panicked a few times and chose the wrong one ,no,Right,Female,Second image,At first I thought it was just chance but then I started learning that there was a pattern to which ones were correct more often ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.753968253968254,0.619718309859155
806,76447,800,35,I tried to memorize the patterns or correct answers,I dont think so,Right,Male,Second image,I just tried to memorize the correct answers but I think certain images and their position might have always followed a pattern,,,,,,,,,,250_Stims_1000_ISI,1,0.761904761904762,0.618055555555556
808,76490,802,27,I tried to find a pattern,nothing,Left,Female,First image,I learned what images were higher up tier than others,American Indian or Alaska NativeHispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.646341463414634,0.654676258992806
810,76643,804,26,The first round I was just guessing and was picking which ones I thought were prettier but by the second round I realized there was some consistent order between each two choices and by third round was able to figure out the order from best or always would win choice to worst then it was a matter of remembering faster,No,Right,Female,Second image,Same as I answered before trial and error then I was trying to hone in on the middle ones that were harder to remember I had to mentally try to guess what would appear next if it and try to preemptively think of my choice Also the first few rounds I had to keep reminding myself the key on the right was for the second image which was pretty frustrating ,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.708333333333333
814,76997,808,25,There was a ranking system for the photos where one was better than another one After some trial and error with the first few rounds I was able to figure out the ranking and from then on I was able to get it correct,It was easy to understand,Right,Female,Second image,It was trial and error at first I would test out to see which one I assumed was worth more than another photo After that I was able to figure out the ranking for the seven items,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.944223107569721,0.76978417266187
818,77220,812,38,It was difficult at times for me so I would try to remember the patterns of what item would get a green mark after selecting it I noticed the multicolored item seemed to always be correct Some colors seemed to overrule others like green before blue or orange over blue,None It was clear,Right,Female,First image,I tried really hard to pickup on patterns It took some trials to really notice that some items always overruled others while some choices were trickier to find,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.585657370517928,0.5
819,77256,813,28,I just paid attention to the patterns of wins and losses and tried to remember what beats what I realized there was one that never lost and one that either always lost or lost to most options and kept track of what lost and won when in between,No,Right,Male,First image,I memorize what lost to what and what won to what and tried to remember that throughout the task,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.821428571428571,0.701388888888889
821,77485,815,34,I just went with what I felt was the best choice I did not want to pick one option all the time so I switched it up sometimes ,There was nothing unclear in the instructions ,Right,Male,Second image,I didnt use any strategy to learn the task ,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.410569105691057,0.4375
823,77609,817,25,gut instinct built up over pattern recoginition  blue patterns seemed to be the highest then green then varying reds,no,Right,Male,Second image,gut instinct and pattern recognition,,,,,,,,,,250_Stims_1000_ISI,1,0.633466135458167,0.609929078014184
826,77769,820,35,basically randomly as there werent instructions about which to choose,no instructions about how to choose,Right,Female,Second image,none,,,,,,,,,,250_Stims_1000_ISI,1,0.5,0.48951048951049
829,77862,823,31,During Round 1 I noticed there was an order to the color patterns One of them beat all the others the second highest beat all but one and so on to the bottom pattern that beat none,No I understood the instructions,Left,Female,First image,I focused on the order of the color patterns I would repeat in my head where each one went from highest lost to none to the lowest lost to all I just kept trying to picture the order in my head,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.972222222222222,0.784722222222222
830,77899,824,30,I feel like each picture had a set ranking so I tried to assign each of them a point total and adjusted the points based off of when they won,No,Right,Other,Second image,I assigned each picture a value rank depending on how much I thought it was worth Some pictures I felt like were worth a 9 and some worth a 1 Then I feel like at some point these flipped as I was still learning them so I just tried to reverse the order,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.753968253968254,0.496503496503497
832,78216,826,30,I tried to learn the patterns of the images that resulted in a correct answer Sometimes it was really hard to remember which combination of images resulted in a correct response because of how fast the image appears Because of this I would sometimes pick D or K depending on the results I was getting If I got a couple right in a row I sometimes just decided to stick with that specific key D or K On the hand sometimes if I kept getting a wrong answer picking the same key K or D consecutively I would switch to the other key to see what that next results would be Overall I did my best to learn the pattern of the images however I also guessed as to what image it would be based off which results I was getting,No I did not,Right,Male,First image,At the beginning of each stage I would guess and just observe what results I was getting I would closely observe which images and in what order they were in were earning me a correct response I would take that information and try to apply that to the remaining choices I had If I was confused or didnt know quick enough I would guess based off the previous answers For example If I got 6 in a row using the K key I would stay there until I got an incorrect response and reevaluate what was going on,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.49402390438247,0.520833333333333
833,78391,827,32,I saw a pattern and which one was always the right onw ,none,Right,Female,Second image,I try to remember which ones was the correct ones,,,,,,,,,,250_Stims_1000_ISI,1,0.57085020242915,0.578571428571429
834,78411,828,30,Trial by elimination at the start until I learned the values and then just followed what I knew worked,Was confused in the beginning ,Right,Male,Second image,Experimented until I found the values,,,,,,,,,,250_Stims_1000_ISI,1,0.968253968253968,0.645833333333333
837,78845,831,29,I went based off the incorrect answers I got then tried to choose the opposite of that choice the next time It was pretty hard,Not that I can remember,Right,Female,Second image,I realized that the rainbow image was like a joker card in a sense of where it triumphed the other images regardless of what it was paired with I also made a color system to try and remember didnt work that well ,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.75,0.6
838,78943,832,25,Based on previous correct choices for those items,There was nothing unclear,Left,Male,Second image,Trial and error,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.49003984063745,0.570422535211268
839,79301,833,35,I picked the nicest looking one that appealed to me,No,Right,Female,Second image,I would pick the ones that I knew were going to get me a green check mark,AsianHispanic or LatinoNative Hawaiian or Other Pacific IslanderWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.670634920634921,0.605633802816901
840,79307,834,27,I basically through trail and error tried to figure out which figure had more value over the other,No,Right,Male,Second image,I tried to recognize which shapes had the most value but in return some outcomes didnt make sense,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.662698412698413,0.538461538461538
842,79601,836,34,I tried to use my memory of what was the prefered in each pair ,NO,Right,Male,Second image,just my memory ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.677290836653386,0.520833333333333
843,79608,837,33,I suppose I eventually learned the hierarchy of items although it took me longer than it probably should have  ,Nah,Right,Male,First image,Dont know if I used a strategy just generally remembering of which pictures beat which other pictures ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.659722222222222
844,79840,838,25,Over time I realized how a specific image reacted to the others I assigned each image as loser or winner to help me decide whether it was likely to be correct or wrong For example if I decided image 1 was a winner I would hover over the appropriate key This helped me be quicker as then all I had to do was determine if the second image was an exception to the winner,What right and wrong meant but I understand part of the experiment is figuring this out,Right,Female,First image,I assigned each image as loser or winner to help me decide whether it was likely to be correct or wrong There were only two consistent winners and losers so I had to also determine the exceptions For example if I decided image 1 was a winner I would hover over the appropriate key This helped me be quicker as then all I had to do was determine if the second image was an exception to the winner ,White,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.928571428571429,0.808510638297872
850,80427,844,27,I choose which one I liked better or I tried to choose one I never chosen before,na,Right,Female,Second image,I havent figured it out,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.467479674796748,0.435714285714286
853,80480,847,30,I started to notice that certain patterns were always correct against other patterns Such as one pattern was always incorrect and one was always correct,No,Left,Male,First image,I gave each pattern a name such as the green pattern or pink pattern to make it easier to remember which one was correct when faced against another So I could remember pink beats green,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948207171314741,0.715277777777778
857,80890,851,22,I tried to find a pattern based on color and design,Not that I can think of,Right,Female,First image,I didnt really have a strategy,,,,,,,,,,250_Stims_1000_ISI,1,0.456,0.48951048951049
858,80992,852,27,After a bit of trial and error I finally understood the weights behind the images Most of my wrong answers after the first few rounds were due to me messing up not me not knowing which image won ,Nope,Right,Male,First image,To see if there was any patterns and there was Certain images like the blue and yellow x one was NEVER chosen Whereas cheetah was almost never chosen but it still beat a couple ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.853174603174603,0.699300699300699
859,81064,853,34,I tried to find patterns in the pairings One initial relationship I was able to figure out and remember throughout all the trials  the green vs yellow Then eventually I realized that no matter what one of the colors always lost would always be the wrong choice and another would always win be the right choice no matter who they are paired with I will call them the ABSOLUTES Then I realized there was another that would mostly lose and one other that mostly win that is this remained true as long as they werent paired with an Absolute From there it got easier I did struggle with the pinkcolored patterns because I couldnt keep track of their relationships with each other as there were three of them  ,No the instructions were pretty clear,Right,Female,First image,I mentioned my strategy in the other question My strategy was memorization  Once I found a lot of the relationships it became easier to know which ones to pick ,,,,,,,,,,250_Stims_1000_ISI,1,0.80952380952381,0.692307692307692
860,81080,854,30,I memorized which ones were the better choice compared to the others from previous rounds,No,Right,Female,First image,It was just repetition and trying to memorize,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.725099601593626,0.555555555555556
864,81244,858,30,I ranked the items by their strength based on the matchups they won,No,Right,Male,First image,Figure out the ranking of the items by looking at the results of the matchups,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.976190476190476,0.852112676056338
868,82049,862,36,Pairs of Images Presented one after the other and choice my decision,Good,Right,Male,Second image,,,,,,,,,,,250_Stims_1000_ISI,1,0.468879668049793,0.434782608695652
878,82750,872,35,I those it base on what I have told to do so,no,Right,Female,First image,the design of the patterns,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.63265306122449,0.5
881,82946,875,32,I assigned a name to each design in my head then I guessed at random until the hierarchy became apparent to me,Nope,Right,Male,First image,After a few random guesses I saw which designs tended to win and which didnt and assigned levels on the hierarchy to each one,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.972222222222222,0.874125874125874
882,82950,876,30,I feel like I just picked up which answer was correct intuitively aside from a few instances the gold circle was always the right choice one of the blue circles was almost never the correct choice etc,no,Right,Male,First image,Just mentally kept track of which ones were correct out of the pairs and how often each image was correct vs incorrect,,,,,,,,,,250_Stims_1000_ISI,1,0.900793650793651,0.638888888888889
883,83101,877,29,I gave them all sort of names in my mind mitosis quad tigers eye sunburst etc and tried to remember which one beat it last time kind of like rock paper scissors,No,Right,Female,Second image,I tried to think of them as rock paper scissors tigers eye beats greenie mitosis beats tigers eye mitosis beats quad sunburst beats everything,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.748,0.65034965034965
884,83224,878,35,I remembered things like cheetah is better than yellow and pink is best,no,Right,Female,First image,I imagined a hierarchy or patterns with pink at the top and the tic tact toe pattern on the bottom,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.683098591549296
890,83730,884,34,It depends on the color combination I caught on towards the end,At first but after each round I got better,Right,Male,First image,I caught on towards most of the color combinations on which one is left and which one was right,,,,,,,,,,250_Stims_2000_ISI,1,0.616935483870968,0.446808510638298
891,83730,884,34,It depends on the color combination I caught on towards the end,At first but after each round I got better,Right,Male,First image,I caught on towards most of the color combinations on which one is left and which one was right,,,,,,,,,,250_Stims_2000_ISI,1,0.616935483870968,0.446808510638298
892,83730,884,34,It depends on the color combination I caught on towards the end,At first but after each round I got better,Right,Male,First image,I caught on towards most of the color combinations on which one is left and which one was right,,,,,,,,,,250_Stims_1000_ISI,1,0.616935483870968,0.446808510638298
893,83730,884,34,It depends on the color combination I caught on towards the end,At first but after each round I got better,Right,Male,First image,I caught on towards most of the color combinations on which one is left and which one was right,,,,,,,,,,250_Stims_1000_ISI,1,0.616935483870968,0.446808510638298
895,83866,886,31,I tried to see which ones were correct more often and eventually I figured out which ones would would beat the other almost like a battle ,no but I was a little confused at first I wasnt sure what made one correct until I kept playing and figured it out,Right,Female,First image,Noticing which one kept being correct For example I started to realized that the green one would always be correct if it was against the pink swirl,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.680161943319838,0.559440559440559
896,83965,887,24,i thought of the ones that i encountered the previous time and chose them figured out some items are preferred over the other when both are presented,I didnt find any instruction unclear,Left,Male,Second image,i had to use the strategy of memorizing the images that were preferred over the other when both were presented,,,,,,,,,,250_Stims_1000_ISI,1,0.801587301587302,0.527777777777778
900,84383,891,28,90 percent of the time I chose the one I liked more better design color etc sometimes I changed it up tho if I thought it would get a check mark,not at all,Right,Male,First image,I just stuck to my guns and generally chose the ones I like and mixed it up when it failed,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.552845528455285,0.592592592592593
906,85029,897,33,I had a hard time deicing I could not really find a pattern to the test It was enjoyable though ,No issues ,Right,Male,Second image,I could not find one If anything I found the more complex image to be correct more often than not ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.682539682539683,0.506944444444444
907,85054,898,35,I started by randomly picking items Then I started to notice patterns such as the teal green symbol was always correct and the tiedye circle was always incorrect Over time I was able to build up the relational value between the different items so that I could choose with intention rather than guessing ,No,Right,Female,First image,I tried differentiate between the symbols and then paid attention to if things were correct or not Slowly I learned what the hierarchy was between the symbols ,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948207171314741,0.643356643356643
908,85328,899,35,after i got a green check mark i made a mental note which was better and gave each picture a name usually the dominate color or shape in the picture Over time I made a list in my head of lowest to highest and then it was easy to figure out which to choose,na,Right,Female,First image,naming the pictures based on dominate color or shape in the picture then figuring which was lowest to highest in a list by seeing which one got a green check mark and comparing them I learned everything was better then pink and the highestbest was plaid  ,,,,,,,,,,250_Stims_1000_ISI,1,0.836653386454183,0.625
915,86074,906,27,After making responses for awhile I started to unconsciously associate each image with a point value From there I simply chose the picture which had the higher point value,Nothing was unclear everything was clear and concise,Left,Male,First image,At first the strategy that I attempted to use was associating each image as being greater than another based on its color position etc but then worked off of assigning each image to a point value as I progressed,,,,,,,,,,250_Stims_1000_ISI,1,0.968127490039841,0.666666666666667
916,86113,907,24,I managed to figure out which ones were better than others in terms of which ones were correct more often I eventually figured out one was always correct and one was always wrong,I didnt understand what was correct or incorrect at first but then I figured it out as I continued on,Left,Other,Second image,I just kept observing which patterns were correct against others I think I know them all now but my fingers accidentally would click D for the first and K for the second sometimes because of how my keyboard is laid out,,,,,,,,,,250_Stims_1000_ISI,1,0.869047619047619,0.654929577464789
917,86183,908,32,By trial and error you eventually learn the ranking of the items and which one beats which It became apparent what the hierarchy was over time,It was initially unclear how you were supposed to know which item to pick but I guess I learned after trial and error,Right,Male,Second image,I tried to create little names for the imageslike gold or fire or green and would repeat out loud to myself which one was beating which after each trial ie gold beats green fire beats green etc,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.920634920634921,0.615384615384615
919,86365,910,25,i followed directions,no,Left,Male,Second image,i followed the directions,,,,,,,,,,250_Stims_1000_ISI,1,0.510548523206751,0.524475524475524
920,86478,911,36,I started noticing that certain shapes would be the correct one compared to others as if each shape represented a number and the higher one would be correct I realized one shape that was always correct and one that was always incorrect as if one was the highest number and one was the lowest number I then tried to figure out the order of the shapes to know which one would trump the other one and be the correct one to choose,no,Right,Female,First image,I tried to figure out which ones would be correct like certain colors and shapes seemed to be correct and then not chose certain ones that gave me more incorrect answers when I chose them I tried to figure out the order of the shapes as if each had a number and the highest number of the two shapes would be correct,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.896825396825397,0.671328671328671
922,86626,913,26,I noticed out of the two items the same item was the correct one With so many of the same items being close in color and doing so many  I could not keep up with the matching,Nope,Right,Male,First image,I tried to think of each abstract image as an object Or if if was two completely different colors like green and blue,,,,,,,,,,250_Stims_1000_ISI,1,0.546558704453441,0.550724637681159
923,86668,914,24,I tried to look for a pattern,no,Right,Male,First image,best guess on a pattern i picked up on,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.468619246861925,0.496503496503497
928,87035,919,35,I tried to establish a pattern and then I just flowed with is as long as I could,no,Right,Male,Second image,To account for the alternating deployment and to adjust for repeat occurrences outside of the established pattern,White,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.556910569105691,0.590277777777778
935,87642,926,27,Based off of different patterns I started to catch on and realize some patterns were worth more than others,nope,Right,Male,First image,I placed a value on each specific image and used process of elimination,,,,,,,,,,250_Stims_1000_ISI,1,0.869047619047619,0.635714285714286
937,87773,928,33,I went with my gut instincts,no,Right,Male,Second image,None,,,,,,,,,,250_Stims_1000_ISI,1,0.468253968253968,0.517482517482518
941,88363,932,36,I gave each item a name based on their shape or color I then found patterns in which one beats each other I then figured out that certain ones always win and certain ones always lose This lead to me figuring out that each item is ranked I then used reasoning to determine the rank and memorized them by number Then compared those numbers,It didnt say how I was supposed to compare these images besides it being correct or not,Right,Male,Second image,Naming and ranking the images was helpful then using rote memorization to remember the result of specific pairs If I saw an image that I identified as a winner or loser as the first image I would prepare my answer accordingly without caring what the second image is to lower the amount of brain power I needed to continue,Asian,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.769230769230769
942,88387,933,31,I started noticing a pattern Some of them felt like they had more value over others so I began trying to pick those ,No after I realized what it meant by choose one I understood the rest,Left,Female,Second image,There seemed to be a pattern that gave certain images value compared to others I tried to memorize which ones were more valuable over the other to make that decision,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.662698412698413,0.528169014084507
950,88772,941,25,I decide based on ranking and patterns One picture can be better than the other,No everything was clear,Left,Female,First image,Memory,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.602409638554217,0.464788732394366
951,88778,942,28,By trying to catch on to patterns and combinations,What constituted the correct choice,Right,Male,First image,By just mentally setting up categories of strongest and weakest and taking the order of the image in consideration when dealing with two strong options,,,,,,,,,,250_Stims_1000_ISI,1,0.717299578059072,0.503496503496504
954,89043,945,24,There were a few patterns I picked up on but mostly random,Was easy,Right,Male,Second image,I knew what a few pictures beat and others were a guess,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.566265060240964,0.552447552447552
959,89572,950,28,They seemed to have a ranking where 1 is correct over the other and I just tried to remember from the last time that they flashed on the screen which picture was the higher ranking of the two I kept getting it backwards on a couple of the pictures though,Not that I can think of Your instructions were quite clear to me,Right,Female,First image,Trying to remember which picture outranked which picture ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.844621513944223,0.552447552447552
968,90378,959,34,Initially chose randomly and used feedback overtime to establish a hierarchy of the patterns,No,Left,Male,First image,I incorporated feedback from correct and incorrect choices to establish a hierarchy of patterns For example I noticed one particular pattern was always the right choice no matter what set it was in so I assigned to that pattern the highest value and overtime with feedback on my choices was able to work out the reletive position of other patterns,,,,,,,,,,250_Stims_1000_ISI,1,0.924603174603175,0.6875
972,90802,963,25,At first I picked the ones I liked better I then realized there was a sort of rank between the images and I tried to remember the rank when I picked,It was unclear on how to decide which images corresponded to a correct answer ,Right,Female,First image,When the first image appeared I said D in my mind and for the second image I said K I tried to memorize the images rank to get the correct answer,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.812749003984064,0.524475524475524
